unique_paragraph_id,participant_id,unique_trial_id,label,regime
99,p02,p02_99,1,val_seen_subject_unseen_item
99,p04,p04_99,1,val_seen_subject_unseen_item
99,p05,p05_99,1,val_seen_subject_unseen_item
105,p02,p02_105,1,val_seen_subject_unseen_item
105,p04,p04_105,1,val_seen_subject_unseen_item
105,p05,p05_105,1,val_seen_subject_unseen_item
109,p02,p02_109,1,val_seen_subject_unseen_item
109,p04,p04_109,1,val_seen_subject_unseen_item
109,p05,p05_109,1,val_seen_subject_unseen_item
113,p02,p02_113,0,val_seen_subject_unseen_item
113,p04,p04_113,0,val_seen_subject_unseen_item
113,p05,p05_113,0,val_seen_subject_unseen_item
118,p02,p02_118,0,val_seen_subject_unseen_item
118,p04,p04_118,0,val_seen_subject_unseen_item
118,p05,p05_118,0,val_seen_subject_unseen_item
120,p02,p02_120,1,val_seen_subject_unseen_item
120,p04,p04_120,1,val_seen_subject_unseen_item
120,p05,p05_120,1,val_seen_subject_unseen_item
125,p02,p02_125,1,val_seen_subject_unseen_item
125,p04,p04_125,1,val_seen_subject_unseen_item
125,p05,p05_125,1,val_seen_subject_unseen_item
130,p02,p02_130,1,val_seen_subject_unseen_item
130,p04,p04_130,1,val_seen_subject_unseen_item
130,p05,p05_130,1,val_seen_subject_unseen_item
137,p02,p02_137,1,val_seen_subject_unseen_item
137,p04,p04_137,1,val_seen_subject_unseen_item
137,p05,p05_137,0,val_seen_subject_unseen_item
138,p02,p02_138,1,val_seen_subject_unseen_item
138,p04,p04_138,1,val_seen_subject_unseen_item
138,p05,p05_138,1,val_seen_subject_unseen_item
141,p02,p02_141,1,val_seen_subject_unseen_item
141,p04,p04_141,1,val_seen_subject_unseen_item
141,p05,p05_141,1,val_seen_subject_unseen_item
146,p02,p02_146,1,val_seen_subject_unseen_item
146,p04,p04_146,0,val_seen_subject_unseen_item
146,p05,p05_146,1,val_seen_subject_unseen_item
149,p02,p02_149,1,val_seen_subject_unseen_item
149,p04,p04_149,1,val_seen_subject_unseen_item
149,p05,p05_149,1,val_seen_subject_unseen_item
156,p02,p02_156,1,val_seen_subject_unseen_item
156,p04,p04_156,1,val_seen_subject_unseen_item
156,p05,p05_156,1,val_seen_subject_unseen_item
164,p02,p02_164,1,val_seen_subject_unseen_item
164,p04,p04_164,1,val_seen_subject_unseen_item
164,p05,p05_164,1,val_seen_subject_unseen_item
168,p02,p02_168,1,val_seen_subject_unseen_item
168,p04,p04_168,1,val_seen_subject_unseen_item
168,p05,p05_168,1,val_seen_subject_unseen_item
169,p02,p02_169,1,val_seen_subject_unseen_item
169,p04,p04_169,1,val_seen_subject_unseen_item
169,p05,p05_169,1,val_seen_subject_unseen_item
170,p02,p02_170,0,val_seen_subject_unseen_item
170,p04,p04_170,1,val_seen_subject_unseen_item
170,p05,p05_170,0,val_seen_subject_unseen_item
174,p02,p02_174,1,val_seen_subject_unseen_item
174,p04,p04_174,1,val_seen_subject_unseen_item
174,p05,p05_174,1,val_seen_subject_unseen_item
180,p02,p02_180,1,val_seen_subject_unseen_item
180,p04,p04_180,1,val_seen_subject_unseen_item
180,p05,p05_180,0,val_seen_subject_unseen_item
181,p02,p02_181,1,val_seen_subject_unseen_item
181,p04,p04_181,1,val_seen_subject_unseen_item
181,p05,p05_181,1,val_seen_subject_unseen_item
187,p02,p02_187,1,val_seen_subject_unseen_item
187,p04,p04_187,1,val_seen_subject_unseen_item
187,p05,p05_187,1,val_seen_subject_unseen_item
191,p02,p02_191,0,val_seen_subject_unseen_item
191,p04,p04_191,1,val_seen_subject_unseen_item
191,p05,p05_191,0,val_seen_subject_unseen_item
195,p02,p02_195,1,val_seen_subject_unseen_item
195,p04,p04_195,1,val_seen_subject_unseen_item
195,p05,p05_195,1,val_seen_subject_unseen_item
198,p02,p02_198,1,val_seen_subject_unseen_item
198,p04,p04_198,1,val_seen_subject_unseen_item
198,p05,p05_198,1,val_seen_subject_unseen_item
200,p02,p02_200,0,val_seen_subject_unseen_item
200,p04,p04_200,1,val_seen_subject_unseen_item
200,p05,p05_200,1,val_seen_subject_unseen_item
204,p02,p02_204,1,val_seen_subject_unseen_item
204,p04,p04_204,1,val_seen_subject_unseen_item
204,p05,p05_204,1,val_seen_subject_unseen_item
209,p02,p02_209,1,val_seen_subject_unseen_item
209,p04,p04_209,1,val_seen_subject_unseen_item
209,p05,p05_209,1,val_seen_subject_unseen_item
212,p02,p02_212,1,val_seen_subject_unseen_item
212,p04,p04_212,1,val_seen_subject_unseen_item
212,p05,p05_212,1,val_seen_subject_unseen_item
219,p02,p02_219,1,val_seen_subject_unseen_item
219,p04,p04_219,1,val_seen_subject_unseen_item
219,p05,p05_219,1,val_seen_subject_unseen_item
221,p02,p02_221,1,val_seen_subject_unseen_item
221,p04,p04_221,1,val_seen_subject_unseen_item
221,p05,p05_221,0,val_seen_subject_unseen_item
225,p02,p02_225,1,val_seen_subject_unseen_item
225,p04,p04_225,1,val_seen_subject_unseen_item
225,p05,p05_225,1,val_seen_subject_unseen_item
226,p02,p02_226,0,val_seen_subject_unseen_item
226,p04,p04_226,1,val_seen_subject_unseen_item
226,p05,p05_226,1,val_seen_subject_unseen_item
228,p02,p02_228,0,val_seen_subject_unseen_item
228,p04,p04_228,0,val_seen_subject_unseen_item
228,p05,p05_228,0,val_seen_subject_unseen_item
231,p02,p02_231,1,val_seen_subject_unseen_item
231,p04,p04_231,1,val_seen_subject_unseen_item
231,p05,p05_231,1,val_seen_subject_unseen_item
239,p02,p02_239,1,val_seen_subject_unseen_item
239,p04,p04_239,1,val_seen_subject_unseen_item
239,p05,p05_239,1,val_seen_subject_unseen_item
242,p02,p02_242,1,val_seen_subject_unseen_item
242,p04,p04_242,1,val_seen_subject_unseen_item
242,p05,p05_242,1,val_seen_subject_unseen_item
246,p02,p02_246,1,val_seen_subject_unseen_item
246,p04,p04_246,1,val_seen_subject_unseen_item
246,p05,p05_246,1,val_seen_subject_unseen_item
255,p02,p02_255,0,val_seen_subject_unseen_item
255,p04,p04_255,0,val_seen_subject_unseen_item
255,p05,p05_255,0,val_seen_subject_unseen_item
257,p02,p02_257,1,val_seen_subject_unseen_item
257,p04,p04_257,1,val_seen_subject_unseen_item
257,p05,p05_257,1,val_seen_subject_unseen_item
261,p02,p02_261,0,val_seen_subject_unseen_item
261,p04,p04_261,1,val_seen_subject_unseen_item
261,p05,p05_261,1,val_seen_subject_unseen_item
263,p02,p02_263,1,val_seen_subject_unseen_item
263,p04,p04_263,1,val_seen_subject_unseen_item
263,p05,p05_263,1,val_seen_subject_unseen_item
267,p02,p02_267,1,val_seen_subject_unseen_item
267,p04,p04_267,1,val_seen_subject_unseen_item
267,p05,p05_267,1,val_seen_subject_unseen_item
276,p02,p02_276,1,val_seen_subject_unseen_item
276,p04,p04_276,1,val_seen_subject_unseen_item
276,p05,p05_276,1,val_seen_subject_unseen_item
280,p02,p02_280,0,val_seen_subject_unseen_item
280,p04,p04_280,1,val_seen_subject_unseen_item
280,p05,p05_280,1,val_seen_subject_unseen_item
282,p02,p02_282,1,val_seen_subject_unseen_item
282,p04,p04_282,1,val_seen_subject_unseen_item
282,p05,p05_282,1,val_seen_subject_unseen_item
283,p02,p02_283,1,val_seen_subject_unseen_item
283,p04,p04_283,0,val_seen_subject_unseen_item
283,p05,p05_283,1,val_seen_subject_unseen_item
287,p02,p02_287,1,val_seen_subject_unseen_item
287,p04,p04_287,1,val_seen_subject_unseen_item
287,p05,p05_287,1,val_seen_subject_unseen_item
290,p02,p02_290,0,val_seen_subject_unseen_item
290,p04,p04_290,0,val_seen_subject_unseen_item
290,p05,p05_290,0,val_seen_subject_unseen_item
294,p02,p02_294,1,val_seen_subject_unseen_item
294,p04,p04_294,1,val_seen_subject_unseen_item
294,p05,p05_294,1,val_seen_subject_unseen_item
304,p02,p02_304,1,val_seen_subject_unseen_item
304,p04,p04_304,1,val_seen_subject_unseen_item
304,p05,p05_304,0,val_seen_subject_unseen_item
305,p02,p02_305,1,val_seen_subject_unseen_item
305,p04,p04_305,1,val_seen_subject_unseen_item
305,p05,p05_305,1,val_seen_subject_unseen_item
310,p02,p02_310,1,val_seen_subject_unseen_item
310,p04,p04_310,1,val_seen_subject_unseen_item
310,p05,p05_310,1,val_seen_subject_unseen_item
315,p02,p02_315,0,val_seen_subject_unseen_item
315,p04,p04_315,0,val_seen_subject_unseen_item
315,p05,p05_315,0,val_seen_subject_unseen_item
320,p02,p02_320,1,val_seen_subject_unseen_item
320,p04,p04_320,1,val_seen_subject_unseen_item
320,p05,p05_320,1,val_seen_subject_unseen_item
324,p02,p02_324,1,val_seen_subject_unseen_item
324,p04,p04_324,0,val_seen_subject_unseen_item
324,p05,p05_324,1,val_seen_subject_unseen_item
329,p02,p02_329,0,val_seen_subject_unseen_item
329,p04,p04_329,1,val_seen_subject_unseen_item
329,p05,p05_329,1,val_seen_subject_unseen_item
331,p02,p02_331,1,val_seen_subject_unseen_item
331,p04,p04_331,1,val_seen_subject_unseen_item
331,p05,p05_331,1,val_seen_subject_unseen_item
335,p02,p02_335,0,val_seen_subject_unseen_item
335,p04,p04_335,0,val_seen_subject_unseen_item
335,p05,p05_335,0,val_seen_subject_unseen_item
342,p02,p02_342,0,val_seen_subject_unseen_item
342,p04,p04_342,1,val_seen_subject_unseen_item
342,p05,p05_342,0,val_seen_subject_unseen_item
349,p02,p02_349,1,val_seen_subject_unseen_item
349,p04,p04_349,1,val_seen_subject_unseen_item
349,p05,p05_349,1,val_seen_subject_unseen_item
353,p02,p02_353,1,val_seen_subject_unseen_item
353,p04,p04_353,1,val_seen_subject_unseen_item
353,p05,p05_353,1,val_seen_subject_unseen_item
357,p02,p02_357,1,val_seen_subject_unseen_item
357,p04,p04_357,1,val_seen_subject_unseen_item
357,p05,p05_357,1,val_seen_subject_unseen_item
361,p02,p02_361,0,val_seen_subject_unseen_item
361,p04,p04_361,1,val_seen_subject_unseen_item
361,p05,p05_361,0,val_seen_subject_unseen_item
364,p02,p02_364,1,val_seen_subject_unseen_item
364,p04,p04_364,1,val_seen_subject_unseen_item
364,p05,p05_364,1,val_seen_subject_unseen_item
369,p02,p02_369,1,val_seen_subject_unseen_item
369,p04,p04_369,1,val_seen_subject_unseen_item
369,p05,p05_369,1,val_seen_subject_unseen_item
374,p02,p02_374,1,val_seen_subject_unseen_item
374,p04,p04_374,1,val_seen_subject_unseen_item
374,p05,p05_374,1,val_seen_subject_unseen_item
378,p02,p02_378,1,val_seen_subject_unseen_item
378,p04,p04_378,1,val_seen_subject_unseen_item
378,p05,p05_378,1,val_seen_subject_unseen_item
384,p02,p02_384,1,val_seen_subject_unseen_item
384,p04,p04_384,1,val_seen_subject_unseen_item
384,p05,p05_384,1,val_seen_subject_unseen_item
387,p02,p02_387,0,val_seen_subject_unseen_item
387,p04,p04_387,1,val_seen_subject_unseen_item
387,p05,p05_387,1,val_seen_subject_unseen_item
388,p02,p02_388,1,val_seen_subject_unseen_item
388,p04,p04_388,1,val_seen_subject_unseen_item
388,p05,p05_388,1,val_seen_subject_unseen_item
390,p02,p02_390,1,val_seen_subject_unseen_item
390,p04,p04_390,1,val_seen_subject_unseen_item
390,p05,p05_390,1,val_seen_subject_unseen_item
393,p02,p02_393,1,val_seen_subject_unseen_item
393,p04,p04_393,1,val_seen_subject_unseen_item
393,p05,p05_393,1,val_seen_subject_unseen_item
398,p02,p02_398,1,val_seen_subject_unseen_item
398,p04,p04_398,1,val_seen_subject_unseen_item
398,p05,p05_398,1,val_seen_subject_unseen_item
405,p02,p02_405,1,val_seen_subject_unseen_item
405,p04,p04_405,1,val_seen_subject_unseen_item
405,p05,p05_405,1,val_seen_subject_unseen_item
410,p02,p02_410,1,val_seen_subject_unseen_item
410,p04,p04_410,1,val_seen_subject_unseen_item
410,p05,p05_410,0,val_seen_subject_unseen_item
412,p02,p02_412,1,val_seen_subject_unseen_item
412,p04,p04_412,1,val_seen_subject_unseen_item
412,p05,p05_412,1,val_seen_subject_unseen_item
417,p02,p02_417,1,val_seen_subject_unseen_item
417,p04,p04_417,1,val_seen_subject_unseen_item
417,p05,p05_417,1,val_seen_subject_unseen_item
425,p02,p02_425,1,val_seen_subject_unseen_item
425,p04,p04_425,1,val_seen_subject_unseen_item
425,p05,p05_425,1,val_seen_subject_unseen_item
429,p02,p02_429,1,val_seen_subject_unseen_item
429,p04,p04_429,1,val_seen_subject_unseen_item
429,p05,p05_429,1,val_seen_subject_unseen_item
434,p02,p02_434,1,val_seen_subject_unseen_item
434,p04,p04_434,1,val_seen_subject_unseen_item
434,p05,p05_434,1,val_seen_subject_unseen_item
436,p02,p02_436,1,val_seen_subject_unseen_item
436,p04,p04_436,1,val_seen_subject_unseen_item
436,p05,p05_436,1,val_seen_subject_unseen_item
439,p02,p02_439,0,val_seen_subject_unseen_item
439,p04,p04_439,0,val_seen_subject_unseen_item
439,p05,p05_439,0,val_seen_subject_unseen_item
441,p02,p02_441,1,val_seen_subject_unseen_item
441,p04,p04_441,1,val_seen_subject_unseen_item
441,p05,p05_441,1,val_seen_subject_unseen_item
443,p02,p02_443,1,val_seen_subject_unseen_item
443,p04,p04_443,0,val_seen_subject_unseen_item
443,p05,p05_443,1,val_seen_subject_unseen_item
448,p02,p02_448,0,val_seen_subject_unseen_item
448,p04,p04_448,1,val_seen_subject_unseen_item
448,p05,p05_448,1,val_seen_subject_unseen_item
450,p02,p02_450,1,val_seen_subject_unseen_item
450,p04,p04_450,1,val_seen_subject_unseen_item
450,p05,p05_450,1,val_seen_subject_unseen_item
453,p02,p02_453,0,val_seen_subject_unseen_item
453,p04,p04_453,0,val_seen_subject_unseen_item
453,p05,p05_453,0,val_seen_subject_unseen_item
457,p02,p02_457,1,val_seen_subject_unseen_item
457,p04,p04_457,1,val_seen_subject_unseen_item
457,p05,p05_457,1,val_seen_subject_unseen_item
459,p02,p02_459,0,val_seen_subject_unseen_item
459,p04,p04_459,1,val_seen_subject_unseen_item
459,p05,p05_459,1,val_seen_subject_unseen_item
463,p02,p02_463,0,val_seen_subject_unseen_item
463,p04,p04_463,0,val_seen_subject_unseen_item
463,p05,p05_463,0,val_seen_subject_unseen_item
466,p02,p02_466,1,val_seen_subject_unseen_item
466,p04,p04_466,1,val_seen_subject_unseen_item
466,p05,p05_466,0,val_seen_subject_unseen_item
472,p02,p02_472,1,val_seen_subject_unseen_item
472,p04,p04_472,1,val_seen_subject_unseen_item
472,p05,p05_472,1,val_seen_subject_unseen_item
477,p02,p02_477,1,val_seen_subject_unseen_item
477,p04,p04_477,1,val_seen_subject_unseen_item
477,p05,p05_477,0,val_seen_subject_unseen_item
478,p02,p02_478,1,val_seen_subject_unseen_item
478,p04,p04_478,0,val_seen_subject_unseen_item
478,p05,p05_478,1,val_seen_subject_unseen_item
481,p02,p02_481,1,val_seen_subject_unseen_item
481,p04,p04_481,1,val_seen_subject_unseen_item
481,p05,p05_481,1,val_seen_subject_unseen_item
483,p02,p02_483,1,val_seen_subject_unseen_item
483,p04,p04_483,1,val_seen_subject_unseen_item
483,p05,p05_483,0,val_seen_subject_unseen_item
485,p02,p02_485,1,val_seen_subject_unseen_item
485,p04,p04_485,1,val_seen_subject_unseen_item
485,p05,p05_485,1,val_seen_subject_unseen_item
491,p02,p02_491,0,val_seen_subject_unseen_item
491,p04,p04_491,1,val_seen_subject_unseen_item
491,p05,p05_491,1,val_seen_subject_unseen_item
492,p02,p02_492,1,val_seen_subject_unseen_item
492,p04,p04_492,1,val_seen_subject_unseen_item
492,p05,p05_492,0,val_seen_subject_unseen_item
497,p02,p02_497,1,val_seen_subject_unseen_item
497,p04,p04_497,1,val_seen_subject_unseen_item
497,p05,p05_497,0,val_seen_subject_unseen_item
5,p03,p03_5,1,val_unseen_subject_seen_item
8,p03,p03_8,0,val_unseen_subject_seen_item
13,p03,p03_13,1,val_unseen_subject_seen_item
14,p03,p03_14,1,val_unseen_subject_seen_item
15,p03,p03_15,1,val_unseen_subject_seen_item
18,p03,p03_18,0,val_unseen_subject_seen_item
22,p03,p03_22,1,val_unseen_subject_seen_item
23,p03,p03_23,1,val_unseen_subject_seen_item
26,p03,p03_26,1,val_unseen_subject_seen_item
29,p03,p03_29,1,val_unseen_subject_seen_item
32,p03,p03_32,1,val_unseen_subject_seen_item
36,p03,p03_36,1,val_unseen_subject_seen_item
39,p03,p03_39,1,val_unseen_subject_seen_item
40,p03,p03_40,1,val_unseen_subject_seen_item
41,p03,p03_41,1,val_unseen_subject_seen_item
43,p03,p03_43,1,val_unseen_subject_seen_item
44,p03,p03_44,1,val_unseen_subject_seen_item
45,p03,p03_45,1,val_unseen_subject_seen_item
46,p03,p03_46,1,val_unseen_subject_seen_item
47,p03,p03_47,1,val_unseen_subject_seen_item
48,p03,p03_48,1,val_unseen_subject_seen_item
51,p03,p03_51,1,val_unseen_subject_seen_item
52,p03,p03_52,1,val_unseen_subject_seen_item
53,p03,p03_53,1,val_unseen_subject_seen_item
56,p03,p03_56,1,val_unseen_subject_seen_item
57,p03,p03_57,1,val_unseen_subject_seen_item
59,p03,p03_59,1,val_unseen_subject_seen_item
61,p03,p03_61,0,val_unseen_subject_seen_item
64,p03,p03_64,1,val_unseen_subject_seen_item
65,p03,p03_65,0,val_unseen_subject_seen_item
66,p03,p03_66,1,val_unseen_subject_seen_item
70,p03,p03_70,0,val_unseen_subject_seen_item
71,p03,p03_71,1,val_unseen_subject_seen_item
72,p03,p03_72,1,val_unseen_subject_seen_item
74,p03,p03_74,1,val_unseen_subject_seen_item
75,p03,p03_75,1,val_unseen_subject_seen_item
76,p03,p03_76,0,val_unseen_subject_seen_item
78,p03,p03_78,1,val_unseen_subject_seen_item
83,p03,p03_83,1,val_unseen_subject_seen_item
84,p03,p03_84,1,val_unseen_subject_seen_item
85,p03,p03_85,1,val_unseen_subject_seen_item
86,p03,p03_86,1,val_unseen_subject_seen_item
87,p03,p03_87,1,val_unseen_subject_seen_item
88,p03,p03_88,1,val_unseen_subject_seen_item
92,p03,p03_92,0,val_unseen_subject_seen_item
94,p03,p03_94,1,val_unseen_subject_seen_item
95,p03,p03_95,1,val_unseen_subject_seen_item
96,p03,p03_96,1,val_unseen_subject_seen_item
97,p03,p03_97,1,val_unseen_subject_seen_item
98,p03,p03_98,1,val_unseen_subject_seen_item
101,p03,p03_101,1,val_unseen_subject_seen_item
102,p03,p03_102,1,val_unseen_subject_seen_item
103,p03,p03_103,1,val_unseen_subject_seen_item
104,p03,p03_104,0,val_unseen_subject_seen_item
107,p03,p03_107,1,val_unseen_subject_seen_item
108,p03,p03_108,1,val_unseen_subject_seen_item
110,p03,p03_110,1,val_unseen_subject_seen_item
112,p03,p03_112,1,val_unseen_subject_seen_item
115,p03,p03_115,1,val_unseen_subject_seen_item
116,p03,p03_116,1,val_unseen_subject_seen_item
117,p03,p03_117,1,val_unseen_subject_seen_item
121,p03,p03_121,1,val_unseen_subject_seen_item
123,p03,p03_123,1,val_unseen_subject_seen_item
124,p03,p03_124,1,val_unseen_subject_seen_item
127,p03,p03_127,1,val_unseen_subject_seen_item
128,p03,p03_128,0,val_unseen_subject_seen_item
129,p03,p03_129,1,val_unseen_subject_seen_item
132,p03,p03_132,1,val_unseen_subject_seen_item
133,p03,p03_133,1,val_unseen_subject_seen_item
134,p03,p03_134,1,val_unseen_subject_seen_item
136,p03,p03_136,1,val_unseen_subject_seen_item
140,p03,p03_140,1,val_unseen_subject_seen_item
143,p03,p03_143,1,val_unseen_subject_seen_item
144,p03,p03_144,1,val_unseen_subject_seen_item
147,p03,p03_147,1,val_unseen_subject_seen_item
151,p03,p03_151,0,val_unseen_subject_seen_item
152,p03,p03_152,1,val_unseen_subject_seen_item
153,p03,p03_153,0,val_unseen_subject_seen_item
154,p03,p03_154,1,val_unseen_subject_seen_item
158,p03,p03_158,1,val_unseen_subject_seen_item
159,p03,p03_159,1,val_unseen_subject_seen_item
160,p03,p03_160,0,val_unseen_subject_seen_item
162,p03,p03_162,1,val_unseen_subject_seen_item
163,p03,p03_163,1,val_unseen_subject_seen_item
166,p03,p03_166,0,val_unseen_subject_seen_item
167,p03,p03_167,1,val_unseen_subject_seen_item
171,p03,p03_171,1,val_unseen_subject_seen_item
173,p03,p03_173,1,val_unseen_subject_seen_item
176,p03,p03_176,1,val_unseen_subject_seen_item
178,p03,p03_178,1,val_unseen_subject_seen_item
179,p03,p03_179,0,val_unseen_subject_seen_item
183,p03,p03_183,1,val_unseen_subject_seen_item
184,p03,p03_184,1,val_unseen_subject_seen_item
185,p03,p03_185,0,val_unseen_subject_seen_item
188,p03,p03_188,1,val_unseen_subject_seen_item
190,p03,p03_190,1,val_unseen_subject_seen_item
192,p03,p03_192,1,val_unseen_subject_seen_item
193,p03,p03_193,1,val_unseen_subject_seen_item
197,p03,p03_197,1,val_unseen_subject_seen_item
199,p03,p03_199,0,val_unseen_subject_seen_item
201,p03,p03_201,1,val_unseen_subject_seen_item
202,p03,p03_202,1,val_unseen_subject_seen_item
203,p03,p03_203,1,val_unseen_subject_seen_item
206,p03,p03_206,1,val_unseen_subject_seen_item
207,p03,p03_207,0,val_unseen_subject_seen_item
208,p03,p03_208,1,val_unseen_subject_seen_item
210,p03,p03_210,1,val_unseen_subject_seen_item
211,p03,p03_211,1,val_unseen_subject_seen_item
214,p03,p03_214,0,val_unseen_subject_seen_item
215,p03,p03_215,1,val_unseen_subject_seen_item
217,p03,p03_217,1,val_unseen_subject_seen_item
218,p03,p03_218,1,val_unseen_subject_seen_item
222,p03,p03_222,1,val_unseen_subject_seen_item
224,p03,p03_224,1,val_unseen_subject_seen_item
230,p03,p03_230,1,val_unseen_subject_seen_item
232,p03,p03_232,1,val_unseen_subject_seen_item
234,p03,p03_234,1,val_unseen_subject_seen_item
235,p03,p03_235,1,val_unseen_subject_seen_item
236,p03,p03_236,1,val_unseen_subject_seen_item
237,p03,p03_237,1,val_unseen_subject_seen_item
238,p03,p03_238,0,val_unseen_subject_seen_item
240,p03,p03_240,1,val_unseen_subject_seen_item
241,p03,p03_241,1,val_unseen_subject_seen_item
244,p03,p03_244,1,val_unseen_subject_seen_item
247,p03,p03_247,1,val_unseen_subject_seen_item
249,p03,p03_249,1,val_unseen_subject_seen_item
250,p03,p03_250,0,val_unseen_subject_seen_item
251,p03,p03_251,0,val_unseen_subject_seen_item
252,p03,p03_252,1,val_unseen_subject_seen_item
253,p03,p03_253,1,val_unseen_subject_seen_item
254,p03,p03_254,1,val_unseen_subject_seen_item
259,p03,p03_259,1,val_unseen_subject_seen_item
260,p03,p03_260,1,val_unseen_subject_seen_item
262,p03,p03_262,1,val_unseen_subject_seen_item
265,p03,p03_265,1,val_unseen_subject_seen_item
266,p03,p03_266,1,val_unseen_subject_seen_item
269,p03,p03_269,0,val_unseen_subject_seen_item
270,p03,p03_270,1,val_unseen_subject_seen_item
271,p03,p03_271,1,val_unseen_subject_seen_item
272,p03,p03_272,1,val_unseen_subject_seen_item
273,p03,p03_273,0,val_unseen_subject_seen_item
275,p03,p03_275,0,val_unseen_subject_seen_item
278,p03,p03_278,0,val_unseen_subject_seen_item
279,p03,p03_279,0,val_unseen_subject_seen_item
281,p03,p03_281,1,val_unseen_subject_seen_item
285,p03,p03_285,1,val_unseen_subject_seen_item
286,p03,p03_286,1,val_unseen_subject_seen_item
289,p03,p03_289,1,val_unseen_subject_seen_item
291,p03,p03_291,1,val_unseen_subject_seen_item
292,p03,p03_292,1,val_unseen_subject_seen_item
296,p03,p03_296,1,val_unseen_subject_seen_item
297,p03,p03_297,0,val_unseen_subject_seen_item
299,p03,p03_299,1,val_unseen_subject_seen_item
301,p03,p03_301,1,val_unseen_subject_seen_item
302,p03,p03_302,0,val_unseen_subject_seen_item
303,p03,p03_303,1,val_unseen_subject_seen_item
307,p03,p03_307,1,val_unseen_subject_seen_item
308,p03,p03_308,0,val_unseen_subject_seen_item
309,p03,p03_309,1,val_unseen_subject_seen_item
313,p03,p03_313,1,val_unseen_subject_seen_item
314,p03,p03_314,1,val_unseen_subject_seen_item
318,p03,p03_318,1,val_unseen_subject_seen_item
319,p03,p03_319,0,val_unseen_subject_seen_item
321,p03,p03_321,1,val_unseen_subject_seen_item
322,p03,p03_322,1,val_unseen_subject_seen_item
325,p03,p03_325,1,val_unseen_subject_seen_item
326,p03,p03_326,0,val_unseen_subject_seen_item
327,p03,p03_327,0,val_unseen_subject_seen_item
328,p03,p03_328,1,val_unseen_subject_seen_item
330,p03,p03_330,0,val_unseen_subject_seen_item
332,p03,p03_332,0,val_unseen_subject_seen_item
336,p03,p03_336,1,val_unseen_subject_seen_item
338,p03,p03_338,0,val_unseen_subject_seen_item
339,p03,p03_339,0,val_unseen_subject_seen_item
340,p03,p03_340,1,val_unseen_subject_seen_item
343,p03,p03_343,1,val_unseen_subject_seen_item
345,p03,p03_345,1,val_unseen_subject_seen_item
346,p03,p03_346,1,val_unseen_subject_seen_item
347,p03,p03_347,1,val_unseen_subject_seen_item
348,p03,p03_348,0,val_unseen_subject_seen_item
350,p03,p03_350,1,val_unseen_subject_seen_item
351,p03,p03_351,0,val_unseen_subject_seen_item
352,p03,p03_352,1,val_unseen_subject_seen_item
356,p03,p03_356,1,val_unseen_subject_seen_item
358,p03,p03_358,1,val_unseen_subject_seen_item
359,p03,p03_359,1,val_unseen_subject_seen_item
362,p03,p03_362,1,val_unseen_subject_seen_item
363,p03,p03_363,1,val_unseen_subject_seen_item
367,p03,p03_367,1,val_unseen_subject_seen_item
368,p03,p03_368,1,val_unseen_subject_seen_item
370,p03,p03_370,0,val_unseen_subject_seen_item
371,p03,p03_371,0,val_unseen_subject_seen_item
373,p03,p03_373,1,val_unseen_subject_seen_item
375,p03,p03_375,1,val_unseen_subject_seen_item
377,p03,p03_377,1,val_unseen_subject_seen_item
379,p03,p03_379,1,val_unseen_subject_seen_item
381,p03,p03_381,1,val_unseen_subject_seen_item
382,p03,p03_382,1,val_unseen_subject_seen_item
383,p03,p03_383,1,val_unseen_subject_seen_item
386,p03,p03_386,1,val_unseen_subject_seen_item
389,p03,p03_389,1,val_unseen_subject_seen_item
392,p03,p03_392,1,val_unseen_subject_seen_item
394,p03,p03_394,1,val_unseen_subject_seen_item
395,p03,p03_395,1,val_unseen_subject_seen_item
397,p03,p03_397,1,val_unseen_subject_seen_item
401,p03,p03_401,1,val_unseen_subject_seen_item
403,p03,p03_403,1,val_unseen_subject_seen_item
404,p03,p03_404,1,val_unseen_subject_seen_item
406,p03,p03_406,1,val_unseen_subject_seen_item
408,p03,p03_408,0,val_unseen_subject_seen_item
411,p03,p03_411,1,val_unseen_subject_seen_item
413,p03,p03_413,1,val_unseen_subject_seen_item
415,p03,p03_415,1,val_unseen_subject_seen_item
416,p03,p03_416,1,val_unseen_subject_seen_item
418,p03,p03_418,0,val_unseen_subject_seen_item
420,p03,p03_420,1,val_unseen_subject_seen_item
422,p03,p03_422,0,val_unseen_subject_seen_item
423,p03,p03_423,1,val_unseen_subject_seen_item
424,p03,p03_424,1,val_unseen_subject_seen_item
426,p03,p03_426,1,val_unseen_subject_seen_item
428,p03,p03_428,1,val_unseen_subject_seen_item
430,p03,p03_430,1,val_unseen_subject_seen_item
435,p03,p03_435,1,val_unseen_subject_seen_item
437,p03,p03_437,1,val_unseen_subject_seen_item
440,p03,p03_440,1,val_unseen_subject_seen_item
442,p03,p03_442,1,val_unseen_subject_seen_item
445,p03,p03_445,0,val_unseen_subject_seen_item
446,p03,p03_446,0,val_unseen_subject_seen_item
447,p03,p03_447,1,val_unseen_subject_seen_item
452,p03,p03_452,1,val_unseen_subject_seen_item
454,p03,p03_454,0,val_unseen_subject_seen_item
456,p03,p03_456,1,val_unseen_subject_seen_item
460,p03,p03_460,0,val_unseen_subject_seen_item
462,p03,p03_462,1,val_unseen_subject_seen_item
